"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"18-0037763","0","06/12/2018","07:23:01","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","112     ","  ","BAY STATE                ","  ","RD  ",": #BU161                                ","  ","                         ","  ","    "
"18-0037764","0","06/12/2018","07:27:12","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","400 ","Residential, Other                                ","58-78   ","  ","WEAVER                   ","  ","WAY ",": #INS555                               ","  ","                         ","  ","    "
"18-0037765","0","06/12/2018","07:28:17","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","200 ","Educational, Other                                ","189     ","  ","GLENWAY                  ","  ","ST  ",": @SCH-GREENWOOD SARAH K-8              ","  ","                         ","  ","    "
"18-0037766","0","06/12/2018","07:34:18","641 ","Vicinity alarm (incident in other location)       ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","15      ","  ","SLAYTON                  ","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0037768","0","06/12/2018","07:44:02","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","1174    ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037769","0","06/12/2018","07:55:06","746 ","Carbon monoxide detector activation, no CO        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","15      ","  ","SLAYTON                  ","  ","WAY ","                                        ","  ","                         ","  ","    "
"18-0037770","0","06/12/2018","07:56:17","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","960 ","Street, Other                                     ","80      ","  ","CEYLON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037771","0","06/12/2018","07:59:00","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","    ","","2       ","  ","STANBRO                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037772","0","06/12/2018","08:06:54","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","429 ","Multifamily dwelling                              ","276     ","  ","HANOVER                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037777","0","06/12/2018","08:28:44","714 ","Central station, malicious false alarm            ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","596 ","Post office or mailing firms                      ","554     ","  ","WASHINGTON               ","  ","ST  ",": @PO-US POST OFFICE - 554 WASHINGTON ST","  ","                         ","  ","    "
"18-0037778","0","06/12/2018","08:29:01","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02127     ","174 ","Rapid transit station                             ","875     ","  ","COLUMBIA                 ","  ","RD  ",": @MBTA STA-JFK UMASS                   ","  ","                         ","  ","    "
"18-0037783","0","06/12/2018","08:48:13","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","439 ","Boarding/rooming house, residential hotels        ","81      ","  ","ORTON-MAROTTA            ","  ","WAY ",": #12-7217                              ","  ","                         ","  ","    "
"18-0037784","0","06/12/2018","08:50:44","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","2173    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037786","0","06/12/2018","08:54:20","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","400 ","Residential, Other                                ","196     ","  ","BAY STATE                ","  ","RD  ",": #BU237                                ","  ","                         ","  ","    "
"18-0037787","0","06/12/2018","09:03:47","510 ","Person in distress, Other                         ","0.0000","0.0000","01   ","               ","","02128     ","937 ","Beach                                             ","        ","  ","BENNINGTON               ","  ","ST  ",": @BEACH-CONSTITUTION BEACH             ","  ","                         ","  ","    "
"18-0037788","0","06/12/2018","09:05:11","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","    ","","130     ","  ","AUCKLAND                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037790","0","06/12/2018","09:22:45","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","331 ","Hospital - medical or psychiatric                 ","2100    ","  ","DORCHESTER               ","  ","AVE ",": #12-3456                              ","  ","                         ","  ","    "
"18-0037791","0","06/12/2018","09:23:24","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","931 ","Open land or field                                ","        ","  ","SMITH                    ","  ","ST  ","                                        ","  ","TURQUOISE                ","  ","WAY "
"18-0037793","0","06/12/2018","09:31:33","900T","BFD Drill                                         ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","940 ","Water area, Other                                 ","50      ","  ","BATTERY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037794","0","06/12/2018","09:32:39","741 ","Sprinkler activation, no fire - unintentional     ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","173 ","Bus station                                       ","21      ","  ","ARLINGTON                ","  ","AVE ",": #12-4183                              ","  ","                         ","  ","    "
"18-0037795","0","06/12/2018","09:42:16","553 ","Public service                                    ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","419 ","1 or 2 family dwelling                            ","68      ","  ","OAKLAND                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037799","0","06/12/2018","10:15:41","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","981 ","Construction site                                 ","623     ","  ","HUNTINGTON               ","  ","AVE ",": #12-2363                              ","  ","                         ","  ","    "
"18-0037801","0","06/12/2018","10:35:54","714 ","Central station, malicious false alarm            ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","1451    ","  ","BLUE HILL                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037807","0","06/12/2018","11:00:12","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","400 ","Residential, Other                                ","114     ","  ","FENWAY                   ","  ","    ",": #WYN3488                              ","  ","                         ","  ","    "
"18-0037811","0","06/12/2018","11:11:15","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","429 ","Multifamily dwelling                              ","1799    ","  ","CENTRE                   ","  ","ST  ",": #WYN4494                              ","  ","                         ","  ","    "
"18-0037812","0","06/12/2018","11:14:23","746 ","Carbon monoxide detector activation, no CO        ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","419 ","1 or 2 family dwelling                            ","36      ","  ","COLBORNE                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0037814","0","06/12/2018","11:28:42","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","213 ","Elementary school, including kindergarten         ","52      ","  ","BROOKSIDE                ","  ","AVE ",": #INS1133                              ","  ","                         ","  ","    "
"18-0037815","0","06/12/2018","11:33:07","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","    ","","22      ","  ","MAGNOLIA                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037818","0","06/12/2018","11:52:38","140 ","Natural vegetation fire, Other                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","965 ","Vehicle parking area                              ","1513    ","  ","DORCHESTER               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037820","0","06/12/2018","12:12:37","113 ","Cooking fire, confined to container               ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","439 ","Boarding/rooming house, residential hotels        ","1       ","  ","SOUTH POINT              ","  ","DR  ",": #14-1919                              ","  ","                         ","  ","    "
"18-0037821","0","06/12/2018","12:24:33","150 ","Outside rubbish fire, Other                       ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","900 ","Outside or special property, Other                ","30      ","  ","GURNEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037822","0","06/12/2018","12:25:06","511 ","Lock-out                                          ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","963 ","Street or road in commercial area                 ","        ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","MALDEN                   ","  ","ST  "
"18-0037823","0","06/12/2018","12:25:30","410 ","Combustible/flammable gas/liquid condition, other ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","965 ","Vehicle parking area                              ","7       ","  ","ALLSTATE                 ","  ","RD  ",": @SOUTH BAY-TARGET - 7 ALLSTATE RD, DO ","  ","                         ","  ","    "
"18-0037824","0","06/12/2018","12:27:23","553 ","Public service                                    ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","963 ","Street or road in commercial area                 ","200     ","  ","PORTLAND                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037825","0","06/12/2018","12:36:02","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","141 ","Athletic/health club                              ","150     ","  ","SECOND                   ","  ","AVE ",": #12-4222                              ","  ","                         ","  ","    "
"18-0037826","0","06/12/2018","12:37:09","600 ","Good intent call, Other                           ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","212     ","  ","WALDEMAR                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037827","0","06/12/2018","12:42:41","553 ","Public service                                    ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","965 ","Vehicle parking area                              ","7       ","  ","ALLSTATE                 ","  ","RD  ",": @SOUTH BAY-TARGET - 7 ALLSTATE RD, DO ","  ","                         ","  ","    "
"18-0037828","0","06/12/2018","12:45:57","600 ","Good intent call, Other                           ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","429 ","Multifamily dwelling                              ","1344    ","  ","HYDE PARK                ","  ","AVE ",": @BLAKE ESTATES - 1344 HYDE PARK AVE, H","  ","                         ","  ","    "
"18-0037832","0","06/12/2018","13:06:09","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02115     ","981 ","Construction site                                 ","623     ","  ","HUNTINGTON               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037833","0","06/12/2018","13:07:27","143 ","Grass fire                                        ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","960 ","Street, Other                                     ","151     ","  ","HANCOCK                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037834","0","06/12/2018","13:08:01","552 ","Police matter                                     ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","963 ","Street or road in commercial area                 ","4640    ","  ","WASHINGTON               ","  ","ST  ",": @DOMINOS PIZZA - 4640 WASHINGTON ST, R","  ","                         ","  ","    "
"18-0037838","0","06/12/2018","13:22:31","600 ","Good intent call, Other                           ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","400 ","Residential, Other                                ","1344    ","  ","HYDE PARK                ","  ","AVE ",": @BLAKE ESTATES - 1344 HYDE PARK AVE, H","  ","                         ","  ","    "
"18-0037840","0","06/12/2018","13:25:40","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","599 ","Business office                                   ","1160    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037841","0","06/12/2018","13:27:12","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","400 ","Residential, Other                                ","64      ","  ","BURBANK                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037842","0","06/12/2018","13:27:31","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02118     ","900 ","Outside or special property, Other                ","        ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","THORNDIKE                ","  ","ST  "
"18-0037843","0","06/12/2018","13:28:45","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","18-20   ","E ","SPRINGFIELD              ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037844","0","06/12/2018","13:30:22","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","213 ","Elementary school, including kindergarten         ","302     ","  ","WALNUT                   ","  ","AVE ",": #13-2291                              ","  ","                         ","  ","    "
"18-0037846","0","06/12/2018","13:45:21","113 ","Cooking fire, confined to container               ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","459 ","Residential board and care                        ","24      ","  ","BELLFLOWER               ","  ","ST  ",": #12-7262                              ","  ","                         ","  ","    "
"18-0037849","0","06/12/2018","14:15:44","551 ","Assist police or other governmental agency        ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","941 ","Open ocean, sea or tidal waters                   ","50      ","  ","BATTERY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037850","0","06/12/2018","14:16:53","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","333     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037851","0","06/12/2018","14:18:35","553 ","Public service                                    ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","965 ","Vehicle parking area                              ","80      ","  ","PIERS PARK               ","  ","LN  ","                                        ","  ","                         ","  ","    "
"18-0037852","0","06/12/2018","14:24:12","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","900 ","Outside or special property, Other                ","434     ","  ","DUDLEY                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037855","0","06/12/2018","14:38:34","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","408     ","  ","COLUMBUS                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037859","0","06/12/2018","14:44:28","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02110     ","161 ","Restaurant or cafeteria                           ","80      ","  ","ATLANTIC                 ","  ","AVE ",": @BOSTON SAIL LOFT RESTAURANT - 80 ATLA","  ","                         ","  ","    "
"18-0037864","0","06/12/2018","15:08:33","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","    ","","188     ","  ","KITTREDGE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037865","0","06/12/2018","15:16:15","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","322 ","Alcohol or substance abuse recovery center        ","35      ","  ","CREIGHTON                ","  ","ST  ",": #CLM532                               ","  ","                         ","  ","    "
"18-0037867","0","06/12/2018","15:20:03","553 ","Public service                                    ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","7       ","  ","VERRILL                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037869","0","06/12/2018","15:22:02","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","900 ","Outside or special property, Other                ","112     ","  ","ATKINSON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037874","0","06/12/2018","15:52:44","142 ","Brush or brush-and-grass mixture fire             ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","965 ","Vehicle parking area                              ","460     ","  ","BLUE HILL                ","  ","AVE ",": @STOP & SHOP - 460 BLUE HILL AVE, DORC","  ","                         ","  ","    "
"18-0037875","0","06/12/2018","15:53:41","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","213 ","Elementary school, including kindergarten         ","50      ","  ","BEECHCROFT               ","  ","ST  ",": @SCH-LYON K-8 SCHOOL                  ","  ","                         ","  ","    "
"18-0037877","0","06/12/2018","16:15:12","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","419 ","1 or 2 family dwelling                            ","26      ","  ","ITASCA                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037878","0","06/12/2018","16:16:56","553 ","Public service                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","962 ","Residential street, road or residential driveway  ","        ","  ","E                        ","  ","ST  ","                                        ","  ","BOLTON                   ","  ","ST  "
"18-0037881","0","06/12/2018","16:44:39","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","    ","","34.5    ","  ","BEACON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037887","0","06/12/2018","17:09:31","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","963 ","Street or road in commercial area                 ","109     ","  ","NEWBURY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037888","0","06/12/2018","17:14:45","143 ","Grass fire                                        ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","NNN ","None                                              ","125     ","  ","ELM HILL                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037890","0","06/12/2018","17:21:00","550 ","Public service assistance, Other                  ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02215     ","961 ","Highway or divided highway                        ","        ","  ","BROOKLINE                ","  ","AVE ","                                        ","  ","FRANCIS                  ","  ","ST  "
"18-0037891","0","06/12/2018","17:26:47","143 ","Grass fire                                        ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","963 ","Street or road in commercial area                 ","        ","  ","DRY DOCK                 ","  ","AVE ","                                        ","  ","TIDE                     ","  ","ST  "
"18-0037893","0","06/12/2018","17:28:32","715 ","Local alarm system, malicious false alarm         ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","429 ","Multifamily dwelling                              ","125     ","  ","HOMESTEAD                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037895","0","06/12/2018","17:29:11","113 ","Cooking fire, confined to container               ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","419 ","1 or 2 family dwelling                            ","29      ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037896","0","06/12/2018","17:30:10","553 ","Public service                                    ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","962 ","Residential street, road or residential driveway  ","49      ","  ","VINE                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037897","0","06/12/2018","17:30:49","600 ","Good intent call, Other                           ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","963 ","Street or road in commercial area                 ","        ","  ","HAMPDEN                  ","  ","ST  ","                                        ","  ","MELNEA CASS              ","  ","BLVD"
"18-0037898","0","06/12/2018","17:32:58","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","900 ","Outside or special property, Other                ","24      ","  ","ANDERSON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037900","0","06/12/2018","17:58:38","600 ","Good intent call, Other                           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","963 ","Street or road in commercial area                 ","        ","  ","BOYLSTON                 ","  ","ST  ","                                        ","  ","DARTMOUTH                ","  ","ST  "
"18-0037901","0","06/12/2018","17:59:31","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","332     ","  ","SHAWMUT                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037902","0","06/12/2018","18:09:49","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","429 ","Multifamily dwelling                              ","143     ","  ","PARK                     ","  ","DR  ","                                        ","  ","                         ","  ","    "
"18-0037904","0","06/12/2018","18:10:28","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","332     ","  ","SHAWMUT                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037906","0","06/12/2018","18:17:20","445 ","Arcing, shorted electrical equipment              ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","429 ","Multifamily dwelling                              ","252     ","W ","NEWTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037907","0","06/12/2018","18:17:52","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","241     ","  ","PERKINS                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037908","0","06/12/2018","18:20:36","131 ","Passenger vehicle fire                            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02109     ","963 ","Street or road in commercial area                 ","        ","  ","CHARTER                  ","  ","ST  ","                                        ","  ","COMMERCIAL               ","  ","ST  "
"18-0037921","0","06/12/2018","18:40:47","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","419 ","1 or 2 family dwelling                            ","20      ","  ","HOLYOKE                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037922","0","06/12/2018","18:54:02","551 ","Assist police or other governmental agency        ","0.0000","0.0000","03   ","               ","","00000     ","941 ","Open ocean, sea or tidal waters                   ","        ","  ","INNER HARBOR             ","  ","    ",": @INNER HARBOR (MYSTIC-TOBIN BRIDGE TO ","  ","                         ","  ","    "
"18-0037923","0","06/12/2018","18:56:54","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","    ","","        ","  ","CAMBRIDGE                ","  ","ST  ","                                        ","W ","CEDAR                    ","  ","ST  "
"18-0037924","0","06/12/2018","19:12:47","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02215     ","    ","","925     ","  ","COMMONWEALTH             ","  ","AVE ",": @AGGANIS ARENA AT BOSTON UNIV - 925 CO","  ","                         ","  ","    "
"18-0037926","0","06/12/2018","19:40:59","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","460 ","Dormitory-type residence, other                   ","735     ","  ","SHAWMUT                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0037928","0","06/12/2018","19:54:33","140 ","Natural vegetation fire, Other                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","61      ","  ","DWIGHT                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037931","0","06/12/2018","20:15:14","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","960 ","Street, Other                                     ","        ","  ","MORELAND                 ","  ","ST  ",": #2142                                 ","  ","WARREN                   ","  ","ST  "
"18-0037934","0","06/12/2018","20:37:08","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","11      ","  ","CORTES                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037935","0","06/12/2018","20:38:44","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","    ","","144-150 ","  ","SAINT BOTOLPH            ","  ","ST  ",": #CLM202                               ","  ","                         ","  ","    "
"18-0037936","0","06/12/2018","20:40:19","424 ","Carbon monoxide incident                          ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","9       ","  ","JETTE                    ","  ","CT  ","                                        ","  ","                         ","  ","    "
"18-0037938","0","06/12/2018","21:03:23","500 ","Service Call, other                               ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","900 ","Outside or special property, Other                ","176     ","  ","EVERETT                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037939","0","06/12/2018","21:07:57","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","131 ","Church, mosque, synagogue, temple, chapel         ","299     ","  ","BERKELEY                 ","  ","ST  ",": @CH-FIRST LUTHERAN CHR OF BOSTON - 299","  ","                         ","  ","    "
"18-0037942","0","06/12/2018","21:43:31","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","900 ","Outside or special property, Other                ","        ","  ","GARDEN                   ","  ","ST  ","                                        ","  ","REVERE                   ","  ","ST  "
"18-0037943","0","06/12/2018","22:06:26","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","    ","","        ","  ","TOPEKA                   ","  ","ST  ","                                        ","  ","SOUTHAMPTON              ","  ","ST  "
"18-0037944","0","06/12/2018","22:12:24","500 ","Service Call, other                               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","960 ","Street, Other                                     ","        ","  ","BOWDOIN                  ","  ","ST  ","                                        ","  ","GENEVA                   ","  ","AVE "
"18-0037945","0","06/12/2018","22:14:56","150 ","Outside rubbish fire, Other                       ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","43      ","  ","DAKOTA                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037947","0","06/12/2018","22:18:55","600 ","Good intent call, Other                           ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","900 ","Outside or special property, Other                ","1-3     ","  ","MARGINAL                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0037948","0","06/12/2018","22:21:13","424 ","Carbon monoxide incident                          ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02467     ","429 ","Multifamily dwelling                              ","57      ","  ","BROADLAWN                ","  ","PARK","                                        ","  ","                         ","  ","    "
"18-0037950","0","06/12/2018","22:35:05","100 ","Fire, Other                                       ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","900 ","Outside or special property, Other                ","        ","  ","MAVERICK                 ","  ","ST  ","                                        ","  ","MERIDIAN                 ","  ","ST  "
"18-0037951","0","06/12/2018","22:39:33","714 ","Central station, malicious false alarm            ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","429 ","Multifamily dwelling                              ","113     ","  ","SHANDON                  ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0037952","0","06/12/2018","22:43:58","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02115     ","400 ","Residential, Other                                ","352     ","  ","MASSACHUSETTS            ","  ","AVE ",": @LTC-SUSAN BAILIS ASSISTED LIVING COMM","  ","                         ","  ","    "
