"Incident Number","Exposure Number","Alarm Date","Alarm Time","Incident Type","Incident Description","Estimated Property Loss","Estimated Content Loss","District","City Section","Neighborhood","Zip","Property Use","Property Description","Street Number","Street Prefix","Street Name","Street Suffix","Street Type","Address 2","XStreet Prefix","XStreet Name","XStreet Suffix","XStreet Type"
"18-0011195","0","02/15/2018","08:54:11","442 ","Overheated motor                                  ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","500 ","Mercantile, business, Other                       ","1008    ","  ","BENNINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011196","0","02/15/2018","08:57:08","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","12   ","JP             ","Jamaica Plain                                     ","02130     ","900 ","Outside or special property, Other                ","3699    ","  ","WASHINGTON               ","  ","ST  ",": @MBTA STA-FOREST HILLS                ","  ","                         ","  ","    "
"18-0011197","0","02/15/2018","09:00:54","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","960 ","Street, Other                                     ","1780    ","  ","CENTRE                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011198","0","02/15/2018","09:07:03","511 ","Lock-out                                          ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","965 ","Vehicle parking area                              ","34      ","  ","CHARLES RIVER            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0011201","0","02/15/2018","09:11:24","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","500 ","Mercantile, business, Other                       ","48      ","  ","BOYLSTON                 ","  ","ST  ",": @BOSTON YOUNG MEN'S CHRISTIAN UNION BU","  ","                         ","  ","    "
"18-0011204","0","02/15/2018","09:18:54","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","2990    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011206","0","02/15/2018","09:25:04","131 ","Passenger vehicle fire                            ","10000.0000","100.0000","07   ","DO             ","Dorchester                                        ","02125     ","960 ","Street, Other                                     ","2       ","  ","VICTORIA                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011207","0","02/15/2018","09:28:22","652 ","Steam, vapor, fog or dust thought to be smoke     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","429 ","Multifamily dwelling                              ","54      ","  ","EAST                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011210","0","02/15/2018","09:41:25","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","2       ","  ","KINGBIRD                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0011218","0","02/15/2018","10:15:55","900 ","Special type of incident, Other                   ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","311 ","24-hour care Nursing homes, 4 or more persons     ","103     ","  ","CENTRAL                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0011219","0","02/15/2018","10:17:28","553 ","Public service                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02215     ","429 ","Multifamily dwelling                              ","30      ","  ","PILGRIM                  ","  ","RD  ",": @COL-SIMMONS-DIX RESIDENCE HALL       ","  ","                         ","  ","    "
"18-0011220","0","02/15/2018","10:31:10","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","419 ","1 or 2 family dwelling                            ","78      ","  ","ROBINWOOD                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0011221","0","02/15/2018","10:32:44","500 ","Service Call, other                               ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","900 ","Outside or special property, Other                ","60      ","  ","WASHINGTON ST BSTN       ","  ","    ","                                        ","  ","                         ","  ","    "
"18-0011223","0","02/15/2018","10:40:12","550 ","Public service assistance, Other                  ","0.0000","0.0000","03   ","               ","","00000     ","941 ","Open ocean, sea or tidal waters                   ","        ","  ","BOSTON HARBOR            ","  ","    ",": @BOSTON INNER HARBOR (MYSTIC-TOBIN BRI","  ","                         ","  ","    "
"18-0011226","0","02/15/2018","10:52:53","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","217     ","  ","GLENELLEN                ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0011228","0","02/15/2018","10:55:52","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","64      ","  ","IFFLEY                   ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0011229","0","02/15/2018","10:57:34","900 ","Special type of incident, Other                   ","0.0000","0.0000","12   ","MT             ","Mattapan                                          ","02126     ","211 ","Preschool                                         ","527     ","  ","RIVER                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011230","0","02/15/2018","10:59:45","743 ","Smoke detector activation, no fire - unintentional","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","429 ","Multifamily dwelling                              ","205     ","  ","E                        ","  ","ST  ",": #WYN4704                              ","  ","                         ","  ","    "
"18-0011231","0","02/15/2018","11:08:09","900T","BFD Drill                                         ","0.0000","0.0000","06   ","BO             ","Boston                                            ","02110     ","963 ","Street or road in commercial area                 ","134     ","  ","PEARL                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011233","0","02/15/2018","11:10:18","400 ","Hazardous condition, Other                        ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","962 ","Residential street, road or residential driveway  ","35      ","  ","RADNOR                   ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0011235","0","02/15/2018","11:20:58","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02113     ","460 ","Dormitory-type residence, other                   ","220     ","  ","HANOVER                  ","  ","ST  ",": #INS546                               ","  ","                         ","  ","    "
"18-0011236","0","02/15/2018","11:31:00","500 ","Service Call, other                               ","0.0000","0.0000","08   ","HP             ","Hyde Park                                         ","02126     ","419 ","1 or 2 family dwelling                            ","34      ","  ","RALSTON                  ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0011239","0","02/15/2018","11:37:33","600 ","Good intent call, Other                           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","241 ","Adult education center, college classroom         ","10      ","  ","WEST                     ","  ","ST  ",": @COL-SUFFOLK UNIVERSITY - 10 WEST ST, ","  ","                         ","  ","    "
"18-0011241","0","02/15/2018","11:46:27","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","331 ","Hospital - medical or psychiatric                 ","267     ","  ","CHARLES                  ","  ","ST  ",": #MGH61                                ","  ","                         ","  ","    "
"18-0011242","0","02/15/2018","11:51:44","113 ","Cooking fire, confined to container               ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","429 ","Multifamily dwelling                              ","50      ","  ","ISLAND VIEW              ","  ","PL  ",": #12-1917                              ","  ","                         ","  ","    "
"18-0011243","0","02/15/2018","11:52:29","740 ","Unintentional transmission of alarm, Other        ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02118     ","700 ","Manufacturing, processing                         ","100     ","  ","WIDETT                   ","  ","CIR ",": #AFA2359                              ","  ","                         ","  ","    "
"18-0011244","0","02/15/2018","11:58:50","424 ","Carbon monoxide incident                          ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","278     ","  ","SUMNER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011246","0","02/15/2018","12:02:00","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","160 ","Eating, drinking places, other                    ","21      ","  ","BROOKLINE                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0011248","0","02/15/2018","12:14:14","500 ","Service Call, other                               ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","17      ","  ","CUMMINGS                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0011249","0","02/15/2018","12:24:42","730 ","System malfunction, Other                         ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","439 ","Boarding/rooming house, residential hotels        ","910     ","  ","BEACON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011253","0","02/15/2018","12:44:25","422 ","Chemical spill or leak                            ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","963 ","Street or road in commercial area                 ","274     ","  ","SUMMER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011254","0","02/15/2018","12:56:24","424 ","Carbon monoxide incident                          ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","51      ","  ","LEWISTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011259","0","02/15/2018","13:07:16","555 ","Defective elevator, no occupants                  ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02108     ","599 ","Business office                                   ","41      ","  ","WINTER                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011260","0","02/15/2018","13:23:32","511 ","Lock-out                                          ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02134     ","429 ","Multifamily dwelling                              ","40      ","  ","ASHFORD                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011261","0","02/15/2018","13:29:55","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","500 ","Mercantile, business, Other                       ","711     ","  ","BOYLSTON                 ","  ","ST  ",": #WYN3414                              ","  ","                         ","  ","    "
"18-0011262","0","02/15/2018","13:38:33","714 ","Central station, malicious false alarm            ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","400 ","Residential, Other                                ","280     ","  ","FRIEND                   ","  ","ST  ",": #13-1315                              ","  ","                         ","  ","    "
"18-0011263","0","02/15/2018","13:39:04","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02121     ","429 ","Multifamily dwelling                              ","64      ","  ","RADCLIFFE                ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011265","0","02/15/2018","13:51:01","111 ","Building fire                                     ","25000.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","67      ","  ","WOOLSON                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011267","0","02/15/2018","13:57:34","600 ","Good intent call, Other                           ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","963 ","Street or road in commercial area                 ","        ","  ","NEPTUNE                  ","  ","RD  ","                                        ","  ","BREMEN                   ","  ","ST  "
"18-0011268","0","02/15/2018","14:01:28","554 ","Assist invalid                                    ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","429 ","Multifamily dwelling                              ","42A     ","  ","SAINT ALPHONSUS          ","  ","ST  ",": alias 42A ST ALPHONSUS                ","  ","                         ","  ","    "
"18-0011270","0","02/15/2018","14:26:16","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","429 ","Multifamily dwelling                              ","5300    ","  ","WASHINGTON               ","  ","ST  ",": @BHA-ROCKLAND TOWERS                  ","  ","                         ","  ","    "
"18-0011271","0","02/15/2018","14:30:45","552 ","Police matter                                     ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","429 ","Multifamily dwelling                              ","82      ","  ","BEECHCROFT               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011273","0","02/15/2018","14:41:14","440 ","Electrical  wiring/equipment problem, Other       ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02122     ","960 ","Street, Other                                     ","36      ","  ","NAHANT                   ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0011278","0","02/15/2018","15:00:08","600 ","Good intent call, Other                           ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","400 ","Residential, Other                                ","251     ","  ","BENNINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011279","0","02/15/2018","15:09:55","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","    ","","133     ","  ","BROOKLINE                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0011281","0","02/15/2018","15:19:51","551 ","Assist police or other governmental agency        ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","900 ","Outside or special property, Other                ","        ","E ","BROADWAY                 ","  ","    ","                                        ","  ","FARRAGUT                 ","  ","RD  "
"18-0011286","0","02/15/2018","16:05:03","714 ","Central station, malicious false alarm            ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02215     ","439 ","Boarding/rooming house, residential hotels        ","125     ","  ","PARK                     ","  ","DR  ","                                        ","  ","                         ","  ","    "
"18-0011290","0","02/15/2018","16:14:43","650 ","Steam, Other gas mistaken for smoke, Other        ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","30      ","S ","BREMEN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011294","0","02/15/2018","16:27:54","714 ","Central station, malicious false alarm            ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","365 ","Police station                                    ","46      ","  ","LEO M BIRMINGHAM         ","  ","PKWY","                                        ","  ","                         ","  ","    "
"18-0011295","0","02/15/2018","16:35:05","714 ","Central station, malicious false alarm            ","0.0000","0.0000","07   ","BO             ","Boston                                            ","02118     ","400 ","Residential, Other                                ","860     ","  ","HARRISON                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0011297","0","02/15/2018","16:44:24","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","    ","","10      ","  ","GOVE                     ","  ","ST  ",": @HC-EAST BOSTON NEIGHBORHOOD HC 10 GOV","  ","                         ","  ","    "
"18-0011298","0","02/15/2018","16:49:15","551 ","Assist police or other governmental agency        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","174 ","Rapid transit station                             ","640     ","  ","BOYLSTON                 ","  ","ST  ",": @MBTA STA-COPLEY                      ","  ","                         ","  ","    "
"18-0011299","0","02/15/2018","16:49:20","554 ","Assist invalid                                    ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","419 ","1 or 2 family dwelling                            ","207     ","  ","WEBSTER                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011303","0","02/15/2018","17:04:38","413 ","Oil or other combustible liquid spill             ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","419 ","1 or 2 family dwelling                            ","        ","  ","BURLEY                   ","  ","ST  ",": #2668                                 ","  ","METROPOLITAN             ","  ","AVE "
"18-0011305","0","02/15/2018","17:08:27","735 ","Alarm system sounded due to malfunction           ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","519 ","Food and beverage sales, grocery store            ","5204    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011306","0","02/15/2018","17:11:20","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02121     ","    ","","99      ","  ","ELM HILL                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0011307","0","02/15/2018","17:12:57","553 ","Public service                                    ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","800 ","Storage, Other                                    ","3175    ","  ","WASHINGTON               ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011308","0","02/15/2018","17:13:47","733 ","Smoke detector activation due to malfunction      ","0.0000","0.0000","12   ","RS             ","Roslindale                                        ","02131     ","965 ","Vehicle parking area                              ","        ","  ","MOUNT CALVARY            ","  ","RD  ",": alias MT CALVARY RD/CANTERBURY ST RS B","  ","CANTERBURY               ","  ","ST  "
"18-0011309","0","02/15/2018","17:23:34","553 ","Public service                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","900 ","Outside or special property, Other                ","266     ","  ","BOLTON                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011316","0","02/15/2018","17:42:29","150 ","Outside rubbish fire, Other                       ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02122     ","400 ","Residential, Other                                ","1600    ","  ","DORCHESTER               ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0011317","0","02/15/2018","17:43:17","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","    ","","191     ","  ","WEBSTER                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011318","0","02/15/2018","17:50:10","746 ","Carbon monoxide detector activation, no CO        ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","50      ","  ","MALDEN                   ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011323","0","02/15/2018","17:57:46","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","960 ","Street, Other                                     ","776     ","  ","BAKER                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011324","0","02/15/2018","18:02:15","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","4       ","  ","BISMARCK                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011326","0","02/15/2018","18:05:08","413 ","Oil or other combustible liquid spill             ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","419 ","1 or 2 family dwelling                            ","42      ","  ","SANBORN                  ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0011327","0","02/15/2018","18:09:13","714 ","Central station, malicious false alarm            ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02120     ","300 ","Health care, detention, & correction, Other       ","120     ","  ","FISHER                   ","  ","AVE ",": #12-2391                              ","  ","                         ","  ","    "
"18-0011329","0","02/15/2018","18:15:39","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","960 ","Street, Other                                     ","        ","  ","CRESCENT                 ","  ","AVE ",": #1823                                 ","  ","DORCHESTER               ","  ","AVE "
"18-0011332","0","02/15/2018","18:23:05","113 ","Cooking fire, confined to container               ","0.0000","0.0000","09   ","JP             ","Jamaica Plain                                     ","02130     ","429 ","Multifamily dwelling                              ","97      ","  ","MONTEBELLO               ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0011334","0","02/15/2018","18:27:24","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","07   ","RX             ","Roxbury                                           ","02119     ","500 ","Mercantile, business, Other                       ","65      ","  ","ALLERTON                 ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011338","0","02/15/2018","18:44:00","113 ","Cooking fire, confined to container               ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02111     ","429 ","Multifamily dwelling                              ","47      ","  ","WEST                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011343","0","02/15/2018","18:53:11","553 ","Public service                                    ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","960 ","Street, Other                                     ","569     ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0011348","0","02/15/2018","19:05:34","554 ","Assist invalid                                    ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","429 ","Multifamily dwelling                              ","54      ","  ","ORLEANS                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011351","0","02/15/2018","20:01:16","554 ","Assist invalid                                    ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","459 ","Residential board and care                        ","20      ","  ","CHERITON                 ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0011353","0","02/15/2018","20:12:26","445 ","Arcing, shorted electrical equipment              ","0.0000","0.0000","09   ","RX             ","Roxbury                                           ","02119     ","429 ","Multifamily dwelling                              ","291     ","  ","ROXBURY                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011354","0","02/15/2018","20:16:07","553 ","Public service                                    ","0.0000","0.0000","06   ","DO             ","Dorchester                                        ","02125     ","960 ","Street, Other                                     ","1100    ","  ","MASSACHUSETTS            ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0011355","0","02/15/2018","20:26:07","600 ","Good intent call, Other                           ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","960 ","Street, Other                                     ","        ","  ","RAMP - RT 93 TO MASSACHUS","  ","    ","                                        ","  ","                         ","  ","    "
"18-0011360","0","02/15/2018","20:50:32","553 ","Public service                                    ","0.0000","0.0000","07   ","DO             ","Dorchester                                        ","02125     ","900 ","Outside or special property, Other                ","        ","  ","DORCHESTER               ","  ","AVE ","                                        ","  ","ELTON                    ","  ","ST  "
"18-0011363","0","02/15/2018","20:59:04","113 ","Cooking fire, confined to container               ","0.0000","0.0000","08   ","MT             ","Mattapan                                          ","02126     ","429 ","Multifamily dwelling                              ","760     ","  ","CUMMINS                  ","  ","HWY ",": #WYN3681                              ","  ","                         ","  ","    "
"18-0011364","0","02/15/2018","21:02:14","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","    ","","        ","  ","BRADSTON                 ","  ","ST  ","                                        ","  ","SOUTHAMPTON              ","  ","ST  "
"18-0011365","0","02/15/2018","21:20:25","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","429 ","Multifamily dwelling                              ","330     ","  ","DARTMOUTH                ","  ","ST  ",": #INS581                               ","  ","                         ","  ","    "
"18-0011367","0","02/15/2018","21:29:04","500 ","Service Call, other                               ","0.0000","0.0000","08   ","DO             ","Dorchester                                        ","02124     ","419 ","1 or 2 family dwelling                            ","41      ","  ","NORFOLK                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011369","0","02/15/2018","21:44:52","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","960 ","Street, Other                                     ","        ","  ","MARGINAL                 ","  ","RD  ",": #1483                                 ","  ","SHAWMUT                  ","  ","AVE "
"18-0011371","0","02/15/2018","21:48:51","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","963 ","Street or road in commercial area                 ","        ","  ","TREMONT                  ","  ","ST  ",": #1612                                 ","  ","ARLINGTON                ","  ","ST  "
"18-0011373","0","02/15/2018","22:07:26","714 ","Central station, malicious false alarm            ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02210     ","639 ","Communications center                             ","27      ","  ","MELCHER                  ","  ","ST  ",": #INS444                               ","  ","                         ","  ","    "
"18-0011374","0","02/15/2018","22:10:03","711 ","Municipal alarm system, malicious false alarm     ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02116     ","963 ","Street or road in commercial area                 ","        ","  ","TREMONT                  ","  ","ST  ",": #1612                                 ","  ","ARLINGTON                ","  ","ST  "
"18-0011375","0","02/15/2018","22:15:43","424 ","Carbon monoxide incident                          ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","400 ","Residential, Other                                ","65      ","  ","FAIRMOUNT                ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0011376","0","02/15/2018","22:20:44","553 ","Public service                                    ","0.0000","0.0000","06   ","SB             ","South Boston                                      ","02127     ","400 ","Residential, Other                                ","8       ","  ","HATCH                    ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011377","0","02/15/2018","22:24:26","900 ","Special type of incident, Other                   ","0.0000","0.0000","06   ","BO             ","Boston                                            ","02110     ","888 ","Fire station                                      ","125     ","  ","PURCHASE                 ","  ","ST  ",": @BFD ENG 10                           ","  ","                         ","  ","    "
"18-0011383","0","02/15/2018","23:06:07","552 ","Police matter                                     ","0.0000","0.0000","01   ","EB             ","East Boston                                       ","02128     ","960 ","Street, Other                                     ","        ","  ","BENNINGTON               ","  ","ST  ","                                        ","  ","BROOKS                   ","  ","ST  "
"18-0011385","0","02/15/2018","23:07:11","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","03   ","BO             ","Boston                                            ","02114     ","    ","","31      ","  ","BOWKER                   ","  ","ST  ",": @SHELTER-CENTER HOUSE                 ","  ","                         ","  ","    "
"18-0011388","0","02/15/2018","23:23:31","412 ","Gas leak (natural gas or LPG)                     ","0.0000","0.0000","09   ","WR             ","West Roxbury                                      ","02132     ","960 ","Street, Other                                     ","344     ","  ","WELD                     ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011390","0","02/15/2018","23:30:15","730 ","System malfunction, Other                         ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02118     ","429 ","Multifamily dwelling                              ","35      ","  ","FAY                      ","  ","ST  ",": #WYN2270                              ","  ","                         ","  ","    "
"18-0011392","0","02/16/2018","00:14:03","552 ","Police matter                                     ","0.0000","0.0000","03   ","               ","","02129     ","921 ","Bridge, trestle                                   ","        ","  ","TOBIN BRIDGE             ","  ","    ",": @BR-TOBIN UPPER                       ","  ","                         ","  ","    "
"18-0011393","0","02/16/2018","00:32:20","500 ","Service Call, other                               ","0.0000","0.0000","12   ","HP             ","Hyde Park                                         ","02136     ","419 ","1 or 2 family dwelling                            ","39      ","  ","GARFIELD                 ","  ","AVE ","                                        ","  ","                         ","  ","    "
"18-0011394","0","02/16/2018","01:06:32","712 ","Direct tie to FD, malicious false alarm           ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","635 ","Computer center                                   ","8       ","  ","HARRISON                 ","  ","AVE ",": #13-1472                              ","  ","                         ","  ","    "
"18-0011395","0","02/16/2018","01:11:23","421 ","Chemical hazard (no spill or leak)                ","0.0000","0.0000","03   ","CH             ","Charlestown                                       ","02129     ","419 ","1 or 2 family dwelling                            ","17      ","  ","CONCORD                  ","  ","ST  ","                                        ","  ","                         ","  ","    "
"18-0011396","0","02/16/2018","01:43:49","113 ","Cooking fire, confined to container               ","0.0000","0.0000","04   ","BO             ","Boston                                            ","02111     ","519 ","Food and beverage sales, grocery store            ","750     ","  ","ATLANTIC                 ","  ","AVE ",": #13-1437                              ","  ","                         ","  ","    "
"18-0011398","0","02/16/2018","02:19:12","745 ","Alarm system activation, no fire - unintentional  ","0.0000","0.0000","12   ","WR             ","West Roxbury                                      ","02132     ","429 ","Multifamily dwelling                              ","30      ","  ","ROCKINGHAM               ","  ","AVE ",": #991                                  ","  ","                         ","  ","    "
"18-0011399","0","02/16/2018","02:35:57","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","06   ","RX             ","Roxbury                                           ","02118     ","UUU ","Undetermined                                      ","        ","  ","FRONTAGE                 ","  ","RD  ",": alias FRONTAGE RD/HAUL RD RX BSTN     ","  ","MASSPORT HAUL            ","  ","RD  "
"18-0011409","0","02/16/2018","04:32:56","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","11   ","BR             ","Allston-Brighton                                  ","02135     ","    ","","249     ","  ","COREY                    ","  ","RD  ","                                        ","  ","                         ","  ","    "
"18-0011410","0","02/16/2018","04:57:53","611 ","Dispatched & cancelled en route                   ","0.0000","0.0000","04   ","RX             ","Roxbury                                           ","02118     ","    ","","26      ","  ","TROTTER                  ","  ","CT  ","                                        ","  ","                         ","  ","    "
